filename,group,slice,pace_hz,plv,lag_ms,sigmamu,vm_snr,ca_snr,hysteresis_width_mean,hysteresis_width_std,hysteresis_n_cycles,quality_flag,roi,original_plv,original_lag_ms,original_assignment,lag_ms_reprocessed_BAD
.\11931666\slice5 2Hz inte3.0 15V.tif,TAC,5,2.0,0.6591109228268843,498.0,0.6090783936708078,16.48099109553035,8.112570573806824,0.4478077898119274,0.3294352935464773,9,USABLE,"(np.int64(24), np.int64(88), np.int64(14), np.int64(78))",0.659083983798536,498.0,swapped,0.0
.\11931666\slice5 4Hz inte3.0 15V.tif,TAC,5,4.0,0.5812420140118499,248.0,0.3846955977337488,16.272497921516862,7.237877634442568,0.4922697993055553,0.2258586967945888,16,USABLE,"(np.int64(25), np.int64(89), np.int64(14), np.int64(78))",0.5819215867427286,248.0,swapped,0.0
.\11931666\slice5 8Hz inte3.0 15V.tif,TAC,5,8.0,0.5392665735580302,86.0,0.4141964297344716,6.351456200340414,15.918379734895884,0.3085638617913849,0.1113911934859565,41,USABLE,"(np.int64(23), np.int64(87), np.int64(13), np.int64(77))",0.5418401451671924,86.0,standard,-84.0
.\11931666\slice6 16Hz inte3.0 15V.tif,TAC,6,16.0,0.5755016132953722,158.0,0.3656525968970112,7.07081188518417,15.89220061813583,0.2912062473616075,0.1363399968146759,37,USABLE,"(np.int64(76), np.int64(140), np.int64(49), np.int64(113))",0.5740179337799032,158.0,standard,-156.0
.\11931666\slice6 2Hz inte3.0 15V.tif,TAC,6,2.0,0.5906563472853831,498.0,0.32050250702315,15.93480671853823,6.898794132849607,0.5036918524207168,0.2864569180244017,10,USABLE,"(np.int64(75), np.int64(139), np.int64(51), np.int64(115))",0.5911300538526513,498.0,swapped,0.0
.\11931666\slice6 4Hz inte3.0 15V.tif,TAC,6,4.0,0.710569625395521,248.0,0.6931403798998237,16.318725170784877,8.090863181334345,0.3030417698260705,0.1724207192612135,15,USABLE,"(np.int64(77), np.int64(141), np.int64(49), np.int64(113))",0.7107968102746971,248.0,swapped,0.0
.\11931666\slice6 8Hz inte3.0 15V.tif,TAC,6,8.0,0.5815030379142083,123.0,0.4728783928617544,15.81701735451321,6.749464559139364,0.2553235558309578,0.1616991191509296,42,USABLE,"(np.int64(76), np.int64(140), np.int64(49), np.int64(113))",0.5817050949368949,123.0,swapped,0.0
.\11931666\slice7 16Hz inte3.0 15V.tif,TAC,7,16.0,0.5232026764484791,170.0,0.4564288581040648,7.0846805271216375,16.03546038537673,0.2513489088137298,0.1361382177784961,27,USABLE,"(0, np.int64(60), np.int64(6), np.int64(70))",0.5199561725385223,170.0,standard,-168.0
.\11931666\slice7 2Hz inte3.0 15V.tif,TAC,7,2.0,0.5875707398744248,498.0,0.4017864640542671,16.31180997789002,7.264975477565131,0.1513482167618007,0.08447732708861,9,USABLE,"(0, np.int64(59), np.int64(6), np.int64(70))",0.587121584534336,498.0,swapped,0.0
.\11931666\slice7 4Hz inte3.0 15V.tif,TAC,7,4.0,0.6553928852959857,248.0,0.6401690479414092,16.337898317820944,7.1887525297052255,0.247540548926365,0.1631093389932524,19,USABLE,"(np.int64(7), np.int64(71), 0, np.int64(60))",0.6552440030938642,248.0,swapped,0.0
.\11931666\slice7 8Hz inte3.0 15V.tif,TAC,7,8.0,0.7476090176268673,123.0,0.6584478958353328,16.476524717180414,7.657330869254633,0.2662674576681949,0.1514422360446815,32,USABLE,"(0, np.int64(59), np.int64(7), np.int64(71))",0.7476769917667293,123.0,swapped,0.0
.\11931666\slice8 16Hz inte3.0 15V.tif,TAC,8,16.0,0.6260849009376717,60.5,0.4839258433474345,16.427557594816058,10.879784241674546,0.202663119007929,0.1144845191019021,11,USABLE,"(np.int64(34), np.int64(98), np.int64(20), np.int64(84))",0.6264620349704861,60.5,swapped,0.0
.\11931666\slice8 2Hz inte3.0 15V.tif,TAC,8,2.0,0.5191617568990002,498.0,0.3809150669773049,16.346902338852964,8.831788203678894,0.2072898603111313,0.1329116242775584,7,USABLE,"(np.int64(35), np.int64(99), np.int64(21), np.int64(85))",0.518994718052128,498.0,swapped,0.0
.\11931666\slice8 8Hz inte3.0 15V.tif,TAC,8,8.0,0.6636178306081508,86.0,0.8520895708629069,9.001484512124238,16.528733795931668,0.2888707458879638,0.186333774735804,25,USABLE,"(np.int64(33), np.int64(97), np.int64(22), np.int64(86))",0.6657166680346525,86.0,standard,-84.0
.\11931666\slice9 16Hz inte3.0 15V.tif,TAC,9,16.0,0.4943023559702897,60.5,0.3252045157097702,15.949649680196226,7.032457320476575,0.237987829074872,0.1094033529310209,29,USABLE,"(np.int64(76), np.int64(140), np.int64(8), np.int64(72))",0.4956195039836982,60.5,swapped,0.0
.\11931666\slice9 4Hz inte3.0 15V.tif,TAC,9,4.0,0.6555753456761573,170.0,0.4518906203378308,11.089784388334134,16.41010546609977,0.2975790019737837,0.1785536007207621,10,USABLE,"(np.int64(28), np.int64(92), np.int64(16), np.int64(80))",0.6549401296651767,170.0,standard,-168.0
.\11931666\slice9 8Hz inte3.0 15V.tif,TAC,9,8.0,0.5406069586862002,170.0,0.330318412471538,5.982802979116423,15.969019633314437,0.2977139624246723,0.0931968593980595,33,LOW_SNR,"(np.int64(76), np.int64(140), np.int64(8), np.int64(72))",0.4731160725446852,170.0,standard,0.0
