Common name,Body mass (g),Metabolic rate (W),Maximum longevity (yrs),R_raw,R_mass_specific,R_allometric_scaled,Predicted_Lifespan,Residual,Relative_Error
Philippine tarsier,113.0,0.43,16.0,0.43,3.805309734513274,0.0124067954746806,16.451622201947753,-0.45162220194775315,-0.028226387621734572
Asiatic elephant,3672000.0,2336.5,79.6,2336.5,0.63630174291939,0.027854077586027596,26.904966014356667,52.69503398564333,0.6619979143925041
Damaraland mole-rat,131.3,0.418,15.5,0.418,3.1835491241431835,0.010776500098125011,17.38251176783206,-1.8825117678320602,-0.12145237211819743
African mole rat,78.9,0.35,11.0,0.35,4.435994930291507,0.013220877826184392,15.673155861293472,-4.673155861293472,-0.4248323510266792
Cape mole-rat,193.0,0.637,11.2,0.637,3.300518134715026,0.01230187898714148,17.192063217913176,-5.992063217913177,-0.5350056444565338
Naked mole-rat,35.3,0.128,31.0,0.128,3.6260623229461757,0.008838507618537309,16.70072694194976,14.29927305805024,0.4612668728403303
Desmarest's hutia,2630.0,3.375,13.8,3.375,1.2832699619771863,0.009189819170702114,22.523259220561105,-8.723259220561104,-0.632120233373993
Brown's hutia,2456.0,4.11,13.5,4.11,1.6734527687296419,0.011780685172014537,20.95491764465531,-7.4549176446553105,-0.5522161218263193
Guinea pig,639.1,2.13,12.0,2.13,3.332811766546706,0.016757259313107786,17.140858668952653,-5.140858668952653,-0.42840488907938773
Common yellow-toothed cavy,322.0,1.473,3.5,1.473,4.574534161490684,0.019378084397991605,15.519495664219646,-12.019495664219646,-3.43414161834847
Capybara,26385.0,36.754,15.1,36.754,1.3929884404017432,0.017753614568916873,22.033032680339755,-6.933032680339755,-0.45914123710859306
Rock cavy,801.0,2.011,12.9,2.011,2.5106117353308366,0.013356346691400083,18.66288115556753,-5.762881155567529,-0.44673497329980844
Long-tailed chinchilla,436.7,1.31,17.2,1.31,2.999771009846577,0.013713045017231567,17.69872841664457,-0.4987284166445711,-0.02899583817700995
Plains viscacha,6794.0,10.623,10.8,10.623,1.5635855166323227,0.014195576177015147,21.351090950970782,-10.551090950970782,-0.9769528658306279
European water vole,94.7,0.613,2.5,0.613,6.473072861668426,0.020192867253582786,13.84262484325672,-11.34262484325672,-4.5370499373026885
Northern pygmy mouse,7.2,0.095,3.3,0.095,13.194444444444445,0.02161345682978011,10.742468102213248,-7.442468102213248,-2.255293364307045
Black-bellied hamster,365.3,1.251,3.6,1.251,3.4245825349028194,0.014971663434327947,16.998433993721914,-13.398433993721914,-3.7217872204783093
Collared lemming,56.8,0.459,3.3,0.459,8.080985915492958,0.022184591376791647,12.82728582032204,-9.527285820322039,-2.887056309188497
Brandt's vole,40.2,0.428,4.1,0.428,10.646766169154228,0.026808605825504647,11.627653005103566,-7.527653005103566,-1.8360129280740407
Norway lemming,80.0,1.071,3.3,1.071,13.3875,0.04003796361719818,10.684066411213907,-7.384066411213907,-2.2375958821860324
Golden hamster,108.2,0.69,3.9,0.69,6.3770794824399255,0.020567364516586858,13.912591405854121,-10.01259140585412,-2.5673311297061847
Field vole,25.0,0.367,4.8,0.367,14.68,0.032825477909696914,10.318037366857217,-5.518037366857217,-1.1495911180952536
Common vole,21.9,0.343,4.8,0.343,15.662100456621006,0.03388137554796978,10.065535660955778,-5.265535660955778,-1.0969865960324539
Guenther's vole,43.8,0.447,3.9,0.447,10.205479452054796,0.02625439048377991,11.807303765907388,-7.907303765907388,-2.0275137861300996
Prairie vole,48.2,0.41,5.3,0.41,8.506224066390041,0.022412927073689082,12.598923353958474,-7.298923353958474,-1.3771553498034859
Woodland vole,24.8,0.305,3.8,0.305,12.298387096774194,0.027444863728430618,11.027975689111631,-7.227975689111632,-1.9020988655556925
Bank vole,21.5,0.312,4.9,0.312,14.511627906976745,0.03124825349495814,10.363422850875972,-5.463422850875972,-1.1149842552808105
White-throated woodrat,177.6,0.735,9.5,0.735,4.138513513513513,0.015107935359715354,16.023012827240883,-6.523012827240883,-0.6866329291832509
Desert woodrat,112.5,0.46,10.5,0.46,4.088888888888889,0.013316602609733785,16.084237934020962,-5.584237934020962,-0.5318321841924726
Golden mouse,19.5,0.151,8.4,0.151,7.743589743589744,0.016272376674008934,13.019012153271808,-4.619012153271807,-0.5498823991990247
Southern grasshopper mouse,19.1,0.165,4.6,0.165,8.638743455497382,0.018059632927409253,12.530555313569216,-7.930555313569217,-1.724033763819395
California mouse,47.0,0.267,5.5,0.267,5.680851063829787,0.014874345598974497,14.460721193067807,-8.960721193067807,-1.6292220351032376
Canyon mouse,20.5,0.162,7.7,0.162,7.902439024390244,0.016815106362473443,12.927520596882566,-5.227520596882566,-0.6788987788159176
Cactus mouse,21.0,0.173,7.4,0.173,8.238095238095237,0.017635250463169355,12.741264345484774,-5.341264345484774,-0.721792479119564
White-footed mouse,22.3,0.213,7.9,0.213,9.551569506726457,0.020756348607302934,12.09162339166614,-4.191623391666139,-0.53058523945141
Deer mouse,20.5,0.219,8.3,0.219,10.682926829268292,0.022731532675195582,11.613334473235701,-3.3133344732357006,-0.39919692448622895
Oldfield mouse,12.0,0.12,5.5,0.12,10.0,0.01861209718204199,11.894207436695286,-6.394207436695286,-1.1625831703082339
Pinyon mouse,33.1,0.307,5.4,0.307,9.274924471299093,0.02224679127381731,12.21910145199672,-6.819101451996719,-1.2627965651845776
Dzhungarian hamster,31.3,0.313,3.9,0.313,10.0,0.02365299197201011,11.894207436695286,-7.9942074366952856,-2.049796778639817
Florida mouse,30.8,0.288,7.4,0.288,9.35064935064935,0.022028222291200036,12.183754410844683,-4.783754410844683,-0.6464532987627949
"Bunny, or Coney rat",78.7,0.428,5.5,0.428,5.438373570520965,0.01619804942321021,14.670626283550277,-9.170626283550277,-1.6673865970091413
Hispid cotton rat,159.6,1.085,5.2,1.085,6.798245614035088,0.0241632347366984,13.614501545962133,-8.414501545962132,-1.618173374223487
Lowland paca,9156.0,15.323,16.3,15.323,1.6735474006116207,0.016370594968489045,20.954589202149727,-4.654589202149726,-0.28555761976378685
Azara's agouti,3849.0,10.521,11.8,10.521,2.733437256430242,0.021530101997953625,18.199066529340193,-6.3990665293401925,-0.5422937736728977
"Red-rumped agouti, or Agouti",2687.0,8.694,17.8,8.694,3.2355787123185715,0.023295331020070534,17.29681252987902,0.5031874701209809,0.02826895899556072
Red acouchi,914.0,2.804,14.8,2.804,3.0678336980306344,0.01686818527372422,17.57906691990352,-2.7790669199035207,-0.18777479188537302
Lesser Egyptian jerboa,75.0,0.515,7.3,0.515,6.866666666666667,0.020207439233827958,13.568158006031915,-6.268158006031915,-0.8586517816482075
Greater Egyptian jerboa,139.0,0.775,5.5,0.775,5.575539568345324,0.019144348977228085,14.550556966513735,-9.050556966513735,-1.6455558120934064
Meadow jumping mouse,26.1,0.219,5.6,0.219,8.390804597701148,0.01896547543820072,12.659523802068115,-7.0595238020681155,-1.2606292503693064
"Tome's spiny rat, or Spiny rat",498.0,1.75,5.8,1.75,3.5140562248995986,0.0166003040116409,16.863779382003987,-11.063779382003986,-1.907548169311032
"Common punare, or Brazilian spiny rat",323.0,1.153,7.0,1.153,3.569659442724458,0.01513308305235914,16.782091225647424,-9.782091225647424,-1.3974416036639177
Prehensile-tailed porcupine,3280.0,5.123,26.6,5.123,1.5618902439024391,0.011820040730934508,21.357447978091667,5.242552021908335,0.19708842187625317
North American porcupine,6871.0,13.675,23.4,13.675,1.9902488720710232,0.01812017441312439,19.959474398236456,3.440525601763543,0.14703100862237364
Plains pocket gopher,197.0,0.769,12.0,0.769,3.9035532994923856,0.01462435329437447,16.320826746168628,-4.320826746168628,-0.3600688955140523
Botta's pocket gopher,143.0,0.67,6.1,0.67,4.685314685314686,0.016202154702,15.400505842091356,-9.300505842091356,-1.5246730888674356
Fat dormouse,174.4,0.664,8.7,0.664,3.8073394495412844,0.013835925628868373,16.448880262982172,-7.748880262982173,-0.8906758922968016
Woodland dormouse,38.4,0.225,6.9,0.225,5.859375000000001,0.01458592915519871,14.312851781902033,-7.412851781902033,-1.074326345203193
Hazel dormouse,23.5,0.351,5.3,0.351,14.936170212765957,0.032885634056863705,10.250204248918035,-4.950204248918035,-0.9340008016826481
San Diego pocket mouse,19.6,0.15,8.3,0.15,7.653061224489795,0.016102718673112627,13.072167421573225,-4.772167421573224,-0.5749599303100269
Long-tailed pocket mouse,15.1,0.103,7.1,0.103,6.821192052980132,0.013446353181538523,13.598897422419684,-6.4988974224196845,-0.9153376651295331
Desert kangaroo rat,105.8,0.517,8.6,0.517,4.886578449905483,0.015672067457104064,15.19256664823523,-6.5925666482352305,-0.7665775172366548
Heermann's kangaroo rat,63.3,0.408,8.3,0.408,6.4454976303317535,0.018180565203028454,13.862596379886943,-5.562596379886942,-0.6701923349261376
Merriam's kangaroo rat,37.6,0.246,9.7,0.246,6.542553191489361,0.016201089582173634,13.79274959877626,-4.09274959877626,-0.42193294832744954
Ord's kangaroo rat,47.8,0.339,9.9,0.339,7.092050209205022,0.018647850369494685,13.419315361057077,-3.5193153610570764,-0.3554864001067754
Little pocket mouse,8.5,0.061,8.3,0.061,7.1764705882352935,0.012253654775955625,13.36501412482707,-5.065014124827069,-0.6102426656418155
Great Basin pocket mouse,19.2,0.16,5.8,0.16,8.333333333333334,0.017443918989868426,12.690074559157736,-6.890074559157736,-1.1879438895099546
Cape porcupine,11300.0,13.175,23.1,13.175,1.165929203539823,0.01202103305253171,23.102426555586547,-0.0024265555865454758,-0.00010504569638725002
Spiny mouse,42.0,0.258,5.9,0.258,6.142857142857142,0.01563805506941982,14.088704928697418,-8.188704928697417,-1.3879160896097316
Yellow-necked mouse,28.3,0.365,4.5,0.365,12.897526501766784,0.02974767566689623,10.834369242360092,-6.334369242360092,-1.4076376094133538
Long-tailed field mouse,23.8,0.264,6.3,0.264,11.092436974789916,0.02450028910385102,11.455188542546752,-5.155188542546752,-0.8182838956423416
Brush-tailed rabbit rat,213.2,0.908,4.5,0.908,4.258911819887429,0.016274042590872312,15.877973319207719,-11.377973319207719,-2.5284385153794933
Cape short-eared gerbil,71.9,0.49,6.1,0.49,6.815020862308762,0.019844922730158008,13.603087809920504,-7.503087809920505,-1.2300143950689353
Cape gerbil,106.5,1.016,5.7,1.016,9.539906103286386,0.030646543699196626,12.0969071916687,-6.3969071916687,-1.122264419591
Lesser Egyptian gerbil,29.7,0.237,5.9,0.237,7.979797979797979,0.01862863395252189,12.883761029382837,-6.983761029382837,-1.1836883100648876
Baluchistan gerbil,29.7,0.129,4.5,0.129,4.343434343434343,0.010139636202005588,15.778992018287836,-11.278992018287836,-2.50644267073063
Pale gerbil,56.3,0.261,5.5,0.261,4.6358792184724695,0.012698698475432353,15.45319157467078,-9.95319157467078,-1.8096711953946873
Greater Egyptian gerbil,108.5,0.454,8.2,0.454,4.184331797235023,0.01350465672159689,15.967241811121886,-7.767241811121886,-0.9472246111124253
Golden-bellied water rat,900.0,2.97,7.3,2.97,3.3000000000000003,0.018074844397670483,17.19288949982471,-9.892889499824708,-1.3551903424417409
Mongolian jird,64.8,0.546,6.3,0.546,8.425925925925927,0.023906246227580277,12.640977713792644,-6.340977713792644,-1.0065043990147056
"Namaqua rock rat, or Rock mouse",62.6,0.292,4.7,0.292,4.664536741214057,0.013120551841072308,15.42256989060134,-10.722569890601338,-2.2813978490641147
Old World harvest mouse,7.6,0.201,3.8,0.201,26.447368421052634,0.043912267483836594,8.164549963959963,-4.364549963959964,-1.1485657799894642
"Southern African pygmy mouse, or Pygmy mouse",8.0,0.129,4.3,0.129,16.125,0.027118909391932296,9.95322435108201,-5.65322435108201,-1.3147033374609327
House mouse,18.0,0.271,4.0,0.271,15.055555555555557,0.03101093866660161,10.219080499658826,-6.219080499658826,-1.5547701249147066
Spinifex hopping mouse,32.3,0.252,6.4,0.252,7.80185758513932,0.018599387774723083,12.985192310744441,-6.585192310744441,-1.0289362985538189
Bush rat,76.0,0.471,5.3,0.471,6.197368421052631,0.018298298708950212,14.047012333754463,-8.747012333754462,-1.6503796856140496
Australian swamp rat,109.0,0.353,4.4,0.353,3.238532110091743,0.010464171093518314,17.291995886868847,-12.891995886868846,-2.929999065197465
Norway rat,206.9,1.404,3.8,1.404,6.785886901884968,0.025736337300424406,13.622931843615001,-9.822931843615002,-2.5849820641092114
Rat,117.0,0.77,4.2,0.77,6.581196581196581,0.021644687943156108,13.765282560139415,-9.565282560139416,-2.2774482286046225
Four-striped grass mouse,39.6,0.179,4.5,0.179,4.52020202020202,0.011339179794375197,15.579098216602281,-11.079098216602281,-2.4620218259116182
Bushy-tailed jird,63.6,0.274,7.3,0.274,4.3081761006289305,0.012166277725333081,15.820004876972416,-8.520004876972415,-1.167123955749646
Indian gerbil,86.9,0.422,7.0,0.422,4.8561565017261215,0.014826806461416531,15.22334412806839,-8.22334412806839,-1.174763446866913
Gambian rat,1686.7,6.024,8.4,6.024,3.5714709195470444,0.02288793331668604,16.779454877248735,-8.379454877248735,-0.9975541520534208
White-tailed mouse,93.8,0.707,6.3,0.707,7.537313432835821,0.023456720067637406,13.141240178492907,-6.8412401784929076,-1.0859111394433187
Pouched mouse,68.1,0.274,4.5,0.274,4.023494860499267,0.011558200632739319,16.166259236135616,-11.666259236135616,-2.592502052474581
Degu,199.6,0.958,14.0,0.958,4.799599198396794,0.018040356120842597,15.281170443703234,-1.2811704437032336,-0.09151217455023097
Coruro,126.2,0.561,10.8,0.561,4.445324881141046,0.014899385089553898,15.662631681308875,-4.862631681308875,-0.4502436741952661
"South African springhare, or Springhare",2300.0,4.427,20.0,4.427,1.924782608695652,0.013329493431016498,20.14970307783739,-0.14970307783739045,-0.007485153891869522
White-tailed antelope squirrel,94.1,0.511,11.2,0.511,5.430393198724762,0.016913312864105457,14.677722030431742,-3.4777220304317424,-0.31051089557426276
Golden-mantled ground squirrel,249.6,0.967,10.4,0.967,3.874198717948718,0.015399018414682861,16.3595015715647,-5.959501571564699,-0.5730289972658364
Black-tailed prairie dog,1112.3,2.358,15.0,2.358,2.119931673109773,0.012242703956294789,19.602845784448434,-4.602845784448434,-0.3068563856298956
Thomas's rope squirrel,63.0,0.58,10.0,0.58,9.206349206349206,0.025937169577960783,12.251413758132893,-2.251413758132893,-0.22514137581328927
Southern flying squirrel,67.4,0.414,19.0,0.414,6.142433234421365,0.01759970622927998,14.089030874285537,4.9109691257144625,0.2584720592481296
Red-legged sun squirrel,230.0,0.744,8.7,0.744,3.234782608695652,0.012597288005612649,17.298111752826262,-8.598111752826263,-0.9882887072214096
Thirteen-lined ground squirrel,198.4,0.983,7.9,0.983,4.954637096774194,0.018595046424930994,15.124522511496009,-7.2245225114960085,-0.9144965204425327
Yellow-bellied marmot,4295.0,8.626,21.2,8.626,2.008381839348079,0.01625874717094861,19.908041386282452,1.2919586137175472,0.06094144404328053
Woodchuck,2650.0,3.696,14.0,3.696,1.3947169811320757,0.010006853853015685,22.02566015077814,-8.02566015077814,-0.5732614393412957
Franklin's ground squirrel,607.0,2.19,7.2,2.19,3.6079077429983526,0.017908227238510772,16.726754245794904,-9.526754245794905,-1.323160311915959
Eastern gray squirrel,440.0,2.062,23.6,2.062,4.686363636363636,0.021463431346098287,15.39939501583303,8.200604984166972,0.34748326204097335
European ground squirrel,240.0,1.272,6.7,1.272,5.300000000000001,0.020860690515413564,14.79543881258977,-8.09543881258977,-1.208274449640264
Least chipmunk,49.3,0.349,10.0,0.349,7.0791075050709935,0.01875816006887204,13.427708767142747,-3.4277087671427466,-0.34277087671427464
Eastern chipmunk,89.6,0.813,9.5,0.813,9.073660714285714,0.02791640809043937,12.31477038945625,-2.8147703894562497,-0.29629161994276315
Red squirrel,219.6,1.615,9.8,1.615,7.354280510018215,0.028310547925717012,13.253102892851576,-3.4531028928515752,-0.35235743804607905
Mohave ground squirrel,240.0,0.629,7.8,0.629,2.6208333333333336,0.010315545860216298,18.42778583764351,-10.627785837643508,-1.3625366458517318
Round-tailed ground squirrel,125.1,0.501,8.9,0.501,4.004796163069544,0.013393520402829274,16.189999165195346,-7.289999165195345,-0.8191010297972298
South African ground squirrel,528.5,1.775,11.5,1.775,3.358561967833491,0.016103289983678763,17.10044014083362,-5.600440140833619,-0.48699479485509733
Lesser bamboo rat,344.0,0.96,4.8,0.96,2.7906976744186047,0.012018559036522361,18.08688321328596,-13.286883213285961,-2.7681006694345753
Palestine mole rat,133.8,0.585,20.2,0.585,4.37219730941704,0.014870096298271167,15.745822584200438,4.4541774157995615,0.22050383246532484
Common tree shrew,123.0,0.522,12.4,0.522,4.2439024390243905,0.014133237902329315,15.89579089508288,-3.49579089508288,-0.2819186205712
Mindanao tree shrew,260.6,1.25,11.5,1.25,4.796623177283193,0.019272107277225895,15.28423543078803,-3.78423543078803,-0.32906395050330695
Amazonian manatee,167594.0,55.015,40.0,55.015,0.3282635416542358,0.006641822536097814,31.31534221019075,8.68465778980925,0.21711644474523126
West Indian manatee,450000.0,70.0056,69.0,70.0056,0.155568,0.004029242413336747,36.54801494198968,32.45198505801032,0.4703186240291351
Northern short-tailed shrew,20.9,0.344,2.2,0.344,16.45933014354067,0.0351923872583794,9.874564196214903,-7.674564196214903,-3.488438271006774
Greater red musk shrew,33.2,0.248,2.2,0.248,7.469879518072289,0.017930736070405857,13.182070637761711,-10.982070637761712,-4.991850289891687
Bicolored shrew,11.7,0.166,2.9,0.166,14.188034188034191,0.02624029370407107,10.45250122452832,-7.552501224528319,-2.6043107670787307
White-toothed shrew,10.8,0.143,4.0,0.143,13.240740740740739,0.0240031489901121,10.728367603646502,-6.728367603646502,-1.6820919009116255
Lesser shrew,6.9,0.112,2.8,0.112,16.231884057971012,0.026307598468100647,9.927858676936996,-7.127858676936996,-2.5456638131917844
Least shrew,6.3,0.164,3.5,0.164,26.03174603174603,0.04124187826196195,8.218337467008324,-4.718337467008324,-1.3480964191452354
Eurasian water shrew,16.0,0.328,3.1,0.328,20.5,0.041,9.057350438611572,-5.957350438611572,-1.9217259479392166
Eurasian shrew,8.4,0.348,3.2,0.348,41.428571428571416,0.07052933343592903,6.734770858502128,-3.534770858502128,-1.104615893281915
White-toothed pygmy shrew,2.4,0.063,3.2,0.063,26.250000000000004,0.032672481307645114,8.189957580943565,-4.989957580943565,-1.559361744044864
Asian house shrew,39.7,0.403,3.2,0.403,10.151133501259444,0.025480747606216027,11.830080319081985,-8.630080319081983,-2.69690009971312
Star-nosed mole,49.0,0.615,2.5,0.615,12.551020408163264,0.03320687870009639,10.944959122513135,-8.444959122513135,-3.377983649005254
Eastern mole,48.0,0.378,6.2,0.378,7.875,0.020728165704001756,12.943165834245324,-6.743165834245324,-1.0876073926202134
Aardvark,48000.0,34.275,29.8,34.275,0.7140624999999999,0.010569307551655449,26.162619570075055,3.6373804299249457,0.12205974597063576
American alligator,1079.0,0.1539,77.0,0.1539,0.14263206672845227,0.0008174713414963701,37.170691120314096,39.829308879685904,0.5172637516842326
Tuatara,430.0,0.0605,90.0,0.0605,0.14069767441860465,0.0006406989805562923,37.26886625552359,52.73113374447641,0.5859014860497379
Southern alligator lizard,31.5,0.0132,9.8,0.0132,0.41904761904761906,0.0009927525604935896,29.660341641354414,-19.860341641354413,-2.026565473607593
Boa constrictor,3532.0,0.3589,40.4,0.3589,0.10161381653454134,0.0007833537687085121,39.62612014875343,0.7738798512465692,0.01915544186253884
European grass snake,94.2,0.0295,20.0,0.0295,0.31316348195329086,0.0009756270633236662,31.638002079754273,-11.638002079754273,-0.5819001039877136
Desert iguana,69.5,0.0441,14.6,0.0441,0.6345323741007194,0.0018321034225669392,26.922996112187136,-12.322996112187136,-0.8440408296018587
European green lizard,15.7,0.00337,10.0,0.00337,0.21464968152866246,0.0004272727162409435,34.263335262476,-24.263335262475998,-2.4263335262476
Indian python,12370.0,1.2661,34.2,1.2661,0.10235246564268392,0.0010794206796497364,39.57331577867467,-5.373315778674666,-0.1571144964524756
Reticulated python,32000.0,2.7349,29.4,2.7349,0.085465625,0.0011430861625500105,40.89199144176622,-11.491991441766224,-0.39088406264510966
Great Plains skink,30.0,0.0206,7.3,0.0206,0.6866666666666666,0.001607038492600225,26.413577805657656,-19.113577805657656,-2.6182983295421445
Australian blue-tongued lizard,493.0,0.2127,26.6,0.2127,0.43144016227180526,0.0020329762283268324,29.464889374896504,-2.864889374896503,-0.10770260807881589
Western whiptail,18.0,0.017,7.8,0.017,0.9444444444444445,0.0019453356359122782,24.397549967657692,-16.59754996765769,-2.127891021494576
Painted turtle,400.0,0.0236,61.0,0.0236,0.059,0.0002638560213449752,43.62584022155208,17.37415977844792,0.28482229144996585
Common slider,240.0,0.1157,41.3,0.1157,0.48208333333333336,0.001897470041378419,28.724823633540286,12.575176366459711,0.3044836892605257
